Title,id,会場(投稿),開催年度,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,バリアフリー対応の有無,バリアフリー対応策（例）,組織委員会の認証の有無,画像等データの有無,決算額_year,決算額_price
神楽坂タイムスリップ　スタンプラリー／歴史ガイド,1228,神楽坂界隈（神楽坂まち舞台・大江戸めぐり）,2016,2016,,無し,,無し,,,なし
"まちなかコンサート in 東京都庭園美術館",1230,,,,,,,,,,
"江戸東京たてもの園 子宝湯（2016年9月24日）",1231,"江戸東京たてもの園 - 東ゾーン 子宝湯",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"江戸東京たてもの園 子宝湯（2016年9月25日）",1233,"江戸東京たてもの園 - 東ゾーン 子宝湯",2016,2016,,無し,,無し,,,あり・チラシ画像
【開館90周年記念展】木々との対話──再生をめぐる5つの風景,1235,"東京都美術館 – LBF 第3公募展示室",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
想いアラタに,1237,"東京都美術館 – B3F ギャラリーA",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
"キョウノドウキ ‒ 矩形・そこに見る日本画の可能性",1238,"東京都美術館 – B3F ギャラリーB",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
"「日本画の王道」─11人の拓く 日本画の現在─",1239,"東京都美術館 – B2F ギャラリーC",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
紙神,1240,"東京都美術館 – B3F ギャラリーA",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
無・尽・蔵,1241,"東京都美術館 – B3F ギャラリーB",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
常設展示,1244,"東京都江戸東京博物館 - 5F 常設展示室|東京都江戸東京博物館 - 6F 常設展示室",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設|触察展示等、五感を活用した展示|点字ガイド・手話通訳・字幕ガイド等,なし,なし
国立西洋美術館本館1階ロビー（2016年9月29日）,1245,"国立西洋美術館 - 本館１階ロビー",2016,2016,,無し,,無し,バリアフリー対応施設,なし,なし
東京文化会館キャノピー（2016年10月8日）,1247,"東京文化会館 - キャノピー広場スペース",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
東京文化会館キャノピー（2016年10月9日）,1251,"東京文化会館 - キャノピー広場スペース",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
東京都美術館　佐藤慶太郎記念アートラウンジ（2016年10月15日）,1252,"東京都美術館 - 佐藤慶太郎記念アートラウンジ",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
東京都美術館　佐藤慶太郎記念アートラウンジ（2016年10月16日）,1253,"東京都美術館 - 佐藤慶太郎記念アートラウンジ",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"国立国会図書館 国際子ども図書館 レンガ棟 3階ホール（2016年10月16日）",1254,"国立国会図書館 ‐ 国際子ども図書館 レンガ棟 3 階ホール",2016,2016,,無し,,無し,,なし,なし
"恩賜上野動物園西園 動物園ステージ（2016年10月22日）",1255,"東京都恩賜上野動物園 - 西園 動物園ステージ",2016,2016,,無し,,無し,,なし,なし
"旧岩崎邸庭園 洋館内（2016年10月23日）",1256,"旧岩崎邸庭園 ‐ 洋館内",2016,2016,,無し,,無し,,なし,なし
"東京国立博物館 法隆寺宝物館（2016年10月29日）",1257,"東京国立博物館 - 法隆寺宝物館",2016,2016,,無し,,無し,,なし,なし
台東区立下町風俗資料館付設展示場　旧吉田屋酒店（2016年10月30日）,1258,台東区立下町風俗資料館付設展示場(旧吉田屋酒店),2016,2016,,無し,,無し,,なし,なし
国立科学博物館日本館中央ホール（2016年11月5日）,1259,"国立科学博物館 - 日本館 1F 中央ホール",2016,2016,,無し,,無し,,なし,なし
平野の旧印刷所,1281,平野の旧印刷所（江東区）,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像|あり・動画
"【連携展】TOKYO 書 2017　公募団体の今",1285,"東京都美術館 – LBF 第1公募展示室|東京都美術館 – LBF 第2公募展示室",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
【コレクション展】東京都現代美術館所蔵「新東京百景─90年前の東京」,1289,"東京都美術館 – B3F ギャラリーB",2016,2016,,有り,英語,有り,バリアフリー対応施設,,あり・チラシ画像
"旧岩崎邸庭園 洋館内（2016年10月22日）",1306,"旧岩崎邸庭園 ‐ 洋館内",2016,2016,,無し,,無し,,,あり・チラシ画像
入野義朗生誕95年記念コンサート,1313,"東京オペラシティ - リサイタルホール",2016,2016,,有り,英語,無し,,なし,なし
リトルトーキョー,1317,リトルトーキョー（江東区）,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像|あり・動画
第14回東京音楽コンクール優勝者＆最高位入賞者コンサート,1320,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
【企画展】山岡鉄舟と江戸無血開城,1321,"東京都江戸東京博物館 - 5F 常設展示室内 5F企画展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"江東区深川江戸資料館、江東区芭蕉記念館、江東区立深川図書館、法苑山 浄心寺、あづま屋文具店、 田巻屋、大久保クリーニング、三河屋精米店、杉原商店、アライズ コーヒーロースターズ、fukadaso CAFE、iki ESPRESSO TOKYO、ALLPRESS ESPRESSO、mamma cafe 151A、しまぶっく、smokebooks、NOiS清澄白河",1322,"江東区深川江戸資料館|江東区芭蕉記念館|江東区立深川図書館|法苑山 浄心寺|あづま屋文具店|田巻屋（江東区）|大久保クリーニング（江東区）|三河屋精米店（江東区）|杉原商店（江東区）|アライズ コーヒーロースターズ|fukadaso CAFE|iki ESPRESSO TOKYO|ALLPRESS ESPRESSO|mamma cafe 151A|しまぶっく（江東区）|smokebooks（清澄白河店）|NOiS清澄白河",2016,2016,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像|あり・動画
【企画展】伊藤晴雨幽霊画展,1339,"東京都江戸東京博物館 - 5F 常設展示室内 5F企画展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"【企画展】市民からのおくりもの 2016－平成27年度 新収蔵品から－",1340,"東京都江戸東京博物館 - 5F 常設展示室内 5F企画展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
【企画展】徳川将軍家の婚礼,1341,"東京都江戸東京博物館 - 5F 常設展示室内 5F企画展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
【企画展】戦時下東京のこどもたち,1342,"東京都江戸東京博物館 - 5F 常設展示室内 5F企画展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江東区深川江戸資料館,1361,江東区深川江戸資料館,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像|あり・動画
"Coci la elle（コシラエル本店）",1362,"Coci la elle（コシラエル本店）",2016,2016,,有り,英語,無し,,なし,あり・チラシ画像|あり・動画
"アライズ コーヒーロースターズ",1364,"アライズ コーヒーロースターズ",2016,2016,,有り,英語,無し,,なし,あり・チラシ画像|あり・動画
モーニングコンサートVol.98,1366,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
モーニングコンサートVol.99,1367,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
モーニングコンサート番外編「秋の夜コンサート」,1368,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
モーニングコンサートVol.100,1369,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
モーニングコンサートVol.101,1370,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
モーニングコンサートVol.102,1371,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
モーニングコンサートVol.103,1372,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・チラシ画像
"“げん”結び　―音楽 と 文学―",1374,井政「神田の家」（千代田区）|安養院（板橋区）,2016,2016,,有り,英語,無し,,なし,なし
"Half the Sky　ロック・イン・オポジション・フランス及び東京公演とワークショップ",1377,"メゾン・ドゥ・ラ・ムジーク|秋葉原CLUB GOODMAN",2016,2016,,有り,英語,無し,,なし,なし
中村芙悠子ピアノ・リサイタル,1381,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,,なし,なし
"藤原道山× SINSKE ヨーロッパツアー 2016",1382,"アントワープ王立音楽院 ‐ コンサートホール|ノイミュンスター修道院",2016,2016,,有り,英語,無し,,なし,なし
柴田南雄生誕100年・没後20年記念演奏会,1385,サントリーホール,2016,2016,,有り,英語,無し,,,あり・その他画像
辺境の歌コンサート,1388,武蔵野スイングホール,2016,2016,,有り,英語,無し,,,あり・その他画像
"アンサンブル・ノマド定期演奏会 第56～58回「照らし合うもの Vol.1-3」",1390,"東京オペラシティ - リサイタルホール",2016,2016,,有り,英語,無し,,,あり・その他画像
第26回「インターナショナル・オルガン・フェスティバル・イン・ジャパン」2016,1391,"カトリック東京カテドラル関口教会 - 聖マリア大聖堂",2016,2016,,有り,英語,無し,,,あり・その他画像
會田瑞樹パーカッションリサイタル2016の開催,1393,"渋谷区文化総合センター大和田 - 伝承ホール|東京オペラシティ - 3F 近江楽堂",2016,2016,,有り,英語,無し,,,あり・その他画像
2016年大道寺梨乃「Socialstrip」アジアツアー,1397,"北京Beijing Penghao Theatre|香港Coming Society|バンコク（タイ王国）",2016,2016,,有り,英語,無し,,,あり・その他画像
"+51 アビアシオン、サンボルハ　パリ公演",1401,"Théâtre de Gennevilliers",2016,2016,,有り,英語,無し,,,あり・その他画像
"ARICA ・インド「ワークショップ・ショーイング」国際プロジェクト",1403,"ニューデリー日本文化センター（ニューデリー）|Shoonya（バンガロール）|Sahyande Theatre（ケーララ）",2016,2016,,有り,英語,無し,,,あり・その他画像
サンプル「離陸」台湾公演,1407,国立台北藝術大学（台北）,2016,2016,,有り,英語,無し,,,あり・その他画像
"シアター風姿花伝 若手支援事業 プロミシングカンパニー　「カクシンハン」",1409,シアター風姿花伝,2016,2016,,有り,英語,無し,,,あり・その他画像
gift_＋ＡＳ（フェロー・プロジェクト）,1435,"gift_lab GARAGE",2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
吉増剛造プロジェクト「水の音句会ライブ」,1437,"清澄庭園 - 清澄庭園大正記念館",2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
カニエ・ナハ＋大原大次郎「深川の漣ツアー」,1439,ＭＯＴスポット各所,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
吉増剛造「深川ポラ・ワークショップ」,1449,"江東区立深川図書館 - 3Fホール",2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
カニエ・ナハ「詩と本のワークショップ」,1452,"江東区立深川図書館 - 3Fホール",2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
remo［NPO法人記録とメディアのための組織］「読み歩きクルーズ　あの日の“あとを追う”―記録すること、残すこと―」,1459,平野の旧印刷所（江東区）,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
参加作家による連続トーク,1460,三好地区集会所（江東区）,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
MOTサテライト・クルーズ,1462,グランチェスター・ハウス|深川資料館通り商店街協同組合事務所|赤い庇の旧印刷所（江東区）|Ｆ邸（江東区）|平野の旧印刷所（江東区）,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
"アートト（フェロー・プロジェクト）「MOTサテライト アーカイ部 公開フォーラム」",1463,アートト,2016,2016,,有り,英語,無し,,なし,あり・チラシ画像
新聞家新作公演『帰る』,1465,"NICA (Nihonbashi Institute of Contemporary Arts)",2016,2016,,有り,英語,無し,,,あり・その他画像
劇団銅鑼「あやなす」セルビア・クロアチア公演＋ワークショップ,1468,ザ・パペット・シアター・ピノキオ（セルビア/ベオグラード）|ザ・パペット・シアター・ニシュ（セルビア/ニシュ）|ユースシアター・ノヴィ・サド（セルビア/ノヴィ・サド）|チルドレンシアターブランコミハイジェヴィック　イン　オシエク（クロアチア/オシエク）|カザリステ　ヴィロヴィティツァ（クロアチア/ヴィロヴィティツァ）|シアターカンパニーピンクレック（クロアチア/チャコベツ）,2016,2016,,有り,英語,無し,,,あり・その他画像
ベッド＆メイキングス　第５回公演「あたらしいエクスプロージョン」,1469,浅草九劇,2016,2016,,有り,英語,無し,,,あり・その他画像
プーク人形劇場企画　欧州相互国際交流事業,1470,プーク人形劇場|大島町総合開発センター|桐朋芸術短期大学,2016,2016,,有り,英語,無し,,,あり・その他画像
"Low Fat Art Fest 2016 - Antigone/border-line",1474,"バンコク・アート＆カルチャー・センター（Bangkok Art & Culture Center ）(BACC)",2016,2016,,有り,英語,無し,,,あり・その他画像
鳥公園#13「ヨブ呼んでるよ」,1475,こまばアゴラ劇場,2016,2016,,有り,英語,無し,,,あり・その他画像
"TURN in BRAZIL帰国報告",1478,"国立新美術館 - 企画展示室 2F",2016,2016,,有り,英語,有り,点字ガイド・手話通訳・字幕ガイド等,なし,なし
"Baobab 第10回本公演ツアー『靴屑の塔』",1479,吉祥寺シアター,2016,2016,,有り,英語,無し,,,あり・その他画像
"ジャグリング＆音楽集団 ながめくらしつ シアタートラム新作公演『心を置いて飛んでゆく』",1482,シアタートラム,2016,2016,,有り,英語,無し,,,あり・その他画像
"OrganWorks 主催公演「Reason to Believe」",1484,"東京芸術劇場 - シアターイースト",2016,2016,,有り,英語,無し,,,あり・その他画像
シビウ国際演劇祭　新作ダンス公演（仮）,1485,"ゴングシアター（Gong Theater）",2016,2016,,有り,英語,無し,,,あり・その他画像
"ニブロール 「リアルリアリティ」IKJ InternationalFestival 公演",1486,"ジャカルタ藝術大学（Jakarta Institute of the Arts）",2016,2016,,有り,英語,無し,,,あり・その他画像
五十嵐靖晃,1500,"クラフト工房La Mano",2016,2016,,有り,英語,無し,,なし,なし
池田晶紀、川瀬一絵,1541,"社会福祉法人きょうされん リサイクル洗びんセンター",2016,2016,,有り,英語,無し,,なし,なし
大西健太郎,1545,板橋区立小茂根福祉園,2016,2016,,有り,英語,無し,,なし,なし
角銅真実,1547,大田区立障がい者総合サポートセンター,2016,2016,,有り,英語,無し,,なし,なし
高本敦基,1549,社会福祉法人旭川荘,2016,2016,,有り,英語,無し,,なし,なし
永岡大輔,1551,子ども食堂（大田区）,2016,2016,,有り,英語,無し,,なし,なし
山縣良和,1556,しょうぶ学園（鹿児島県）,2016,2016,,有り,英語,無し,,なし,なし
山城大督,1558,アプローズ南青山,2016,2016,,有り,英語,無し,,なし,なし
"James Jack",1560,ハーモニー（世田谷区）,2016,2016,,有り,英語,無し,,なし,なし
"Sam Stocker",1562,ハーモニー（世田谷区）,2016,2016,,有り,英語,無し,,なし,なし
"大崎晴地、現代芸術活動チーム目【め】、富塚絵美、森山開次、EAT & ART TARO",1563,,2016,2016,,有り,英語,無し,,なし,なし
中間報告会,1564,"東京藝術大学 - 美術学部中央棟2階 第3講義室",2016,2016,,有り,英語,有り,点字ガイド・手話通訳・字幕ガイド等,なし,なし
エキシビション,1568,"東京都美術館 – 1F 第2公募展示室|東京都美術館 – 1F 第3公募展示室",2016,2016,,有り,英語,有り,バリアフリー対応施設|点字ガイド・手話通訳・字幕ガイド等,なし,なし
カンファレンス,1569,"東京都美術館 - 講堂",2016,2016,,有り,英語,有り,バリアフリー対応施設|点字ガイド・手話通訳・字幕ガイド等,なし,あり・チラシ画像
"「よみがえれ！ シーボルトの日本博物館」展",1572,"東京都江戸東京博物館 - 1F 特別展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"TURN フェス・サポーター",1573,"東京都美術館|東京都美術館 - 交流棟 2F アートスタディルーム|アーツ千代田3331 - 3F アーツカウンシル東京ROOM302",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
"TURN センター構想会議",1576,"アーツ千代田3331 - 3F アーツカウンシル東京ROOM302",2016,2016,,無し,,無し,,なし,なし
「戦国時代」展,1578,"東京都江戸東京博物館 - 1F 特別展示室",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
"JR 大人の休日倶楽部貸切鑑賞会",1579,"東京都江戸東京博物館 - 1F 特別展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
講演会・パネルディスカッション「いざ！戦国時代展へ!!」,1580,"東京都江戸東京博物館 - 1F 小ホール（旧 映像ホール）",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
「江戸と北京-18世紀の都市と暮らし」展,1582,"東京都江戸東京博物館 - 1F 特別展示室",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
ブロガー特別内覧会,1583,"東京都江戸東京博物館 - 1F 特別展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
プレ古文書講座『天保改革町触史料』を読む②,1585,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
東條琴臺と江戸の学問②東條琴臺と江戸文人社会,1586,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
長崎学連携講座,1587,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸町人の食事情②日常の食と素材,1588,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸のシェア③自治組織……「町」,1589,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「よみがえれ！シーボルトの日本博物館」関連講座①シーボルト・コレクションにおける絵画作品,1590,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
浮世絵師列伝Ⅵ①西川祐信―上方絵の第一人者―,1591,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸東京たてもの園セミナー「建築博物館を楽しもう！」①国立近現代建築資料館―その役割と楽しみ方―,1592,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「よみがえれ！シーボルトの日本博物館」関連講座②シーボルトのコレクションと地図,1593,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「よみがえれ！シーボルトの日本博物館」関連講座③シーボルト・コレクションにおける漆工芸,1594,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸名所のことばとかたち①富士筑波のことばとかたち―江戸の境界―,1595,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「よみがえれ！シーボルトの日本博物館」関連講座④再来日時の日記にみえるシーボルト・コレクション,1596,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
浮世絵師列伝Ⅵ②流光斎如圭―上方役者絵の元祖―,1597,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸東京たてもの園セミナー「建築博物館を楽しもう！」②海外の事例に学ぶ―イギリス、アメリカの建築博物館事情―,1598,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
日光社参と江戸の人材派遣業①,1599,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「よみがえれ！シーボルトの日本博物館」関連講座⑤書簡が語るシーボルト像,1600,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「よみがえれ！シーボルトの日本博物館」関連講座⑥シーボルトの日本博物館構想と川原慶賀筆『人物画帳』,1601,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸東京たてもの園セミナー「建築博物館を楽しもう！」③明治村からたてもの園へ―ライバルへのメッセージ―,1602,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
日光社参と江戸の人材派遣業②,1604,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"企画展「市民からのおくりもの2016」関連講座 将軍家の婚礼と婚礼道具―姿見鏡が映す大奥の世界",1605,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
浮世絵師列伝Ⅵ③五雲亭貞秀―空飛ぶ浮世絵師―,1606,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸名所のことばとかたち②日本橋のことばとかたち―江戸の中央―,1607,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
浮世絵師列伝Ⅵ④河鍋暁斎―奇想の画鬼―,1608,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
プレ古文書講座『天保改革町触史料』を読むⅡ①,1609,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
天下祭とは何か？①天下祭と江戸の町人文化,1610,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
天下祭とは何か？②神田祭の昔と今―祭礼文化の持続と変容―,1611,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸名所のことばとかたち③隅田川のことばとかたち―江戸の記憶―,1612,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
プレ古文書講座『天保改革町触史料』を読むⅡ②,1613,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
天下祭とは何か？③天下祭と職人,1614,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「戦国時代展-ACenturyofDreams-」関連講座①戦国時代庭園の諸相―儀礼の庭・社交の庭・信仰の庭―,1615,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
企画展「徳川将軍家の婚礼」関連講座①「徳川将軍家の婚礼」展の見どころ,1616,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2017,2016,,無し,,有り,バリアフリー対応施設,なし,なし
企画展「徳川将軍家の婚礼」関連講座②将軍御台所の婚礼と篤姫・和宮の婚礼調度,1617,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2017,2016,,無し,,有り,バリアフリー対応施設,なし,なし
千住の文化と美術―琳派と文晁の系譜―①千住の酒合戦をめぐる人々,1618,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「戦国時代展-ACenturyofDreams-」関連講座③戦国時代の朝廷,1619,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
企画展「徳川将軍家の婚礼」関連講座③将軍家の婚礼に見る有職故実,1620,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「戦国時代展-ACenturyofDreams-」関連講座④信長の城づくり事始～小牧山城の発掘調査から～,1621,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸幕府の最高権力者徳川将軍①徳川氏の血統,1622,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
幕末維新期における江戸の人材派遣業①,1623,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
千住の文化と美術―琳派と文晁の系譜―②千住の琳派絵師,1624,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
