Title,id,WEBサイトのアドレス,開催年度,"単日/複数日 - 期間",開催時間,公演回数／実施回数（講演、ワークショップ等）,人数/参加者数,主催,共催,協賛,協力,後援,期間_date,期間_date_to,単日/複数日_date
津軽三味線（10月15日）,382,,2016,単日/複数日,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""762"";s:6:""備考"";s:0:"""";}",東京都江戸東京博物館,,,,,,,20161015
奇術・落語（10月16日）,383,,2016,単日/複数日,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""858"";s:6:""備考"";s:0:"""";}",東京都江戸東京博物館,,,,,,,20161016
津軽三味線（10月22日）,384,,2016,単日/複数日,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""924"";s:6:""備考"";s:0:"""";}",東京都江戸東京博物館,,,,,,,20161022
綱島家年中行事,386,,2016,期間,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:48:""10月～3月：午前9時30分～午後4時30分"";}}}",20,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:27:""人数は把握できない"";}",江戸東京たてもの園,,,,,20160919,20170331,
武蔵野の歴史と考古学－江戸東京たてもの園収蔵品展－,387,,2016,期間,20160524,20170122,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:0:"""";}}}",93,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:87:""平成28年5月24日（火）～平成29年1月22日（日） 入園者数：145,549人"";}",江戸東京たてもの園,,,,,
川崎平右衛門－武蔵野新田開発の立役者,388,http://www.tatemonoen.jp/special/2017/170207.php,2016,期間,20170207,20170331,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:24:""3月17日（金）まで"";}i:1;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:25:"" 3月18日（土）から"";}}}",48,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:24:""入園者数：32,494人"";}",江戸東京たてもの園|東京都,府中市|小金井市,,,,
体験！発見！職人さん,389,http://www.tatemonoen.jp/event/info/2016/10.php,2016,期間,20161008,20161009,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""16:00:00"";s:10:""time_bikou"";s:0:"""";}}}",79,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:42:""参加者数 1,475人（当日来園者）"";}",江戸東京たてもの園,,,,,
紅葉とたてもののライトアップ,390,http://www.tatemonoen.jp/event/info/2016/11.php,2016,期間,20161125,20161127,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""16:30:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:0:"""";}}}",12,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:42:""参加者数 6,774人（当日来園者）"";}",江戸東京たてもの園,,,小金井市商工会,,
正月飾りづくり,392,,2016,単日/複数日,20161217,20161218,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:17:""参加者数32人"";}",江戸東京たてもの園,,,,,"20161217,20161218"
たてもの園フェスティバル,394,http://www.tatemonoen.jp/event/info/2017/03.php,2016,単日/複数日,20170107,20170108,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:0:"""";}}}",8,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:20:""入園者数2,207人"";}",江戸東京たてもの園,,,,,20170320
伝統工芸の実演,395,,2016,単日/複数日,20170107,20170108,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:11:""4月～9月"";}i:1;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:12:""10月～3月"";}}}",14,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:27:""人数は把握できない"";}",江戸東京たてもの園,,,,,"20161112,20161113,20161210,20161211,20170114,20170115,20170211,20170212,20170311,20170312,20160910,20160911,20161008,20161009,20160813,20160814,20160709,20160710,20160611,20160612,20160514,20160515,20160409,20160410"
パブリック・ミーティング,397,http://www.mot-art-museum.jp/exhibition/mot-satellite-1.html#tabs=tabs-3,2016,単日/複数日,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""18:30:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:6:""125人"";}",東京都現代美術館|アーツカウンシル東京|東京都,,株式会社資生堂,"深川資料館通り商店街協同組合|江東区深川江戸資料館|共同紙工株式会社|日本仕事百貨|GRANTCHESTER HOUSE|江東区芭蕉記念館|江東区立深川図書館|公益財団法人東京都公園協会|法苑山 浄心寺|あづま屋文具店|京呉服・宝石の店 田巻屋|大久保クリーニング|三河屋精米店|杉原商店|Coci la elle|アライズ コーヒーロースターズ|fukadaso CAFE|iki ESPRESSO TOKYO|オールプレス エスプレッソ|mamma cafe 151A|しまぶっく|smokebooks|NOiS 清澄白河|深川ワイナリー株式会社（株式会社スイミージャパン）|株式会社 小柳出電気商会|宮坂醸造株式会社|WHITELIGHT, Ltd|株式会社Bcc|オヤイデ電気",江東区,20161109
旧駄菓子屋,401,http://www.mot-art-museum.jp/exhibition/mot-satellite-1.html,2016,期間,20170211,20170320,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",23,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""2272"";s:6:""備考"";s:0:"""";}",東京都現代美術館|アーツカウンシル東京|東京都,,株式会社資生堂,"深川資料館通り商店街協同組合|江東区深川江戸資料館|共同紙工株式会社|日本仕事百貨|GRANTCHESTER HOUSE|江東区芭蕉記念館|江東区立深川図書館|公益財団法人東京都公園協会|法苑山 浄心寺|あづま屋文具店|京呉服・宝石の店 田巻屋|大久保クリーニング|三河屋精米店|杉原商店|Coci la elle|アライズ コーヒーロースターズ|fukadaso CAFE|iki ESPRESSO TOKYO|オールプレス エスプレッソ|mamma cafe 151A|しまぶっく|smokebooks|NOiS 清澄白河|深川ワイナリー株式会社（株式会社スイミージャパン）|株式会社 小柳出電気商会|宮坂醸造株式会社|WHITELIGHT, Ltd|株式会社Bcc|オヤイデ電気",江東区,20161109
グランチェスター・ハウス,402,http://www.mot-art-museum.jp/exhibition/mot-satellite-1.html,2016,期間,20170211,20170320,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",23,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""2790"";s:6:""備考"";s:0:"""";}",東京都現代美術館|アーツカウンシル東京,,株式会社資生堂,"深川資料館通り商店街協同組合|江東区深川江戸資料館|共同紙工株式会社|日本仕事百貨|GRANTCHESTER HOUSE|江東区芭蕉記念館|江東区立深川図書館|公益財団法人東京都公園協会|法苑山 浄心寺|あづま屋文具店|京呉服・宝石の店 田巻屋|大久保クリーニング|三河屋精米店|杉原商店|Coci la elle|アライズ コーヒーロースターズ|fukadaso CAFE|iki ESPRESSO TOKYO|オールプレス エスプレッソ|mamma cafe 151A|しまぶっく|smokebooks|NOiS 清澄白河|深川ワイナリー株式会社（株式会社スイミージャパン）|株式会社 小柳出電気商会|宮坂醸造株式会社|WHITELIGHT, Ltd|株式会社Bcc|オヤイデ電気",江東区,20161109
赤い庇の旧印刷所,403,http://www.mot-art-museum.jp/exhibition/mot-satellite-1.html,2016,期間,20170211,20170320,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",23,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""2531"";s:6:""備考"";s:0:"""";}",東京都現代美術館|アーツカウンシル東京|東京都,,株式会社資生堂,"深川資料館通り商店街協同組合|江東区深川江戸資料館|共同紙工株式会社|日本仕事百貨|GRANTCHESTER HOUSE|江東区芭蕉記念館|江東区立深川図書館|公益財団法人東京都公園協会|法苑山 浄心寺|あづま屋文具店|京呉服・宝石の店 田巻屋|大久保クリーニング|三河屋精米店|杉原商店|Coci la elle|アライズ コーヒーロースターズ|fukadaso CAFE|iki ESPRESSO TOKYO|オールプレス エスプレッソ|mamma cafe 151A|しまぶっく|smokebooks|NOiS 清澄白河|深川ワイナリー株式会社（株式会社スイミージャパン）|株式会社 小柳出電気商会|宮坂醸造株式会社|WHITELIGHT, Ltd|株式会社Bcc|オヤイデ電気",江東区,20161109
Ｆ邸,404,http://www.mot-art-museum.jp/exhibition/mot-satellite-1.html,2016,期間,20170211,20170320,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",23,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""2492"";s:6:""備考"";s:0:"""";}",東京都現代美術館|アーツカウンシル東京|東京都,,株式会社資生堂,"深川資料館通り商店街協同組合|江東区深川江戸資料館|共同紙工株式会社|日本仕事百貨|GRANTCHESTER HOUSE|江東区芭蕉記念館|江東区立深川図書館|公益財団法人東京都公園協会|法苑山 浄心寺|あづま屋文具店|京呉服・宝石の店 田巻屋|大久保クリーニング|三河屋精米店|杉原商店|Coci la elle|アライズ コーヒーロースターズ|fukadaso CAFE|iki ESPRESSO TOKYO|オールプレス エスプレッソ|mamma cafe 151A|しまぶっく|smokebooks|NOiS 清澄白河|深川ワイナリー株式会社（株式会社スイミージャパン）|株式会社 小柳出電気商会|宮坂醸造株式会社|WHITELIGHT, Ltd|株式会社Bcc|オヤイデ電気",江東区,20161109
深川資料館通り商店街協同組合事務所,405,http://www.mot-art-museum.jp/exhibition/mot-satellite-1.html,2016,期間,20170211,20170320,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",23,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""2572"";s:6:""備考"";s:0:"""";}",東京都現代美術館|アーツカウンシル東京|東京都,,株式会社資生堂,"深川資料館通り商店街協同組合|江東区深川江戸資料館|共同紙工株式会社|日本仕事百貨|GRANTCHESTER HOUSE|江東区芭蕉記念館|江東区立深川図書館|公益財団法人東京都公園協会|法苑山 浄心寺|あづま屋文具店|京呉服・宝石の店 田巻屋|大久保クリーニング|三河屋精米店|杉原商店|Coci la elle|アライズ コーヒーロースターズ|fukadaso CAFE|iki ESPRESSO TOKYO|オールプレス エスプレッソ|mamma cafe 151A|しまぶっく|smokebooks|NOiS 清澄白河|深川ワイナリー株式会社（株式会社スイミージャパン）|株式会社 小柳出電気商会|宮坂醸造株式会社|WHITELIGHT, Ltd|株式会社Bcc|オヤイデ電気",江東区,20161109
【特別展】ゴッホとゴーギャン展,408,https://www.tobikan.jp/exhibition/h28_goghandgauguin.html,2016,期間,20161008,20161218,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:89:""金曜日、10月22日(土)、11月2日(水)、3日(木・祝)、5日(土)は9:30～20:00"";}}}",62,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:6:""391721"";s:6:""備考"";s:0:"""";}",東京都美術館|東京新聞|ＴＢＳ,,"三井住友銀行|日本写真印刷|三井物産|損保ジャ パン日本興亜","エールフランス航空|KLMオランダ航空|日本航 空|オランダ政府観光局",オランダ王国大使館|TBSラジオ|BS-TBS,
"オペラ「眠れる美女～House of theSleeping Beauties～」",409,http://www.t-bunka.jp/old/hsb/introduction.html,2016,期間,20161210,20161211,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（14:20開場）"";}}}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""2716"";s:6:""備考"";s:0:"""";}",東京文化会館,,,,ベルギー大使館,
映画「眠れる美女」特別上映会,410,http://www.t-bunka.jp/old/sponsership/spo_161104.html,2016,単日/複数日,20161210,20161211,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""18:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（18:00開場）"";}}}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""109"";s:6:""備考"";s:0:"""";}",東京文化会館,東京都写真美術館,,,ベルギー大使館,20161104
日本･ベルギー交流150年の歴史,411,http://www.city.taito.lg.jp/index/bunka_kanko/torikumi/uenonoyama/koenkai.html,2016,単日/複数日,20161210,20161211,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""36"";s:6:""備考"";s:0:"""";}",東京文化会館,,,,ベルギー大使館,20161112
"東京芸術劇場パイプオルガンコンサート vol.21 エドガー・クラップ　オルガン・リサイタル",414,http://www.geigeki.jp/performance/concert086/,2016,単日/複数日,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""746"";s:6:""備考"";s:0:"""";}",東京芸術劇場|豊島区,,,,,20161025
東京芸術劇場ランチタイム・パイプオルガンコンサート　Vol.118,415,http://www.geigeki.jp/performance/lunchtime_h28/lunchtime_h28-2/,2016,単日/複数日,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:15:00"";s:7:""time_to"";s:8:""12:45:00"";s:10:""time_bikou"";s:17:""（11:15開場）"";}}}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""678"";s:6:""備考"";s:0:"""";}",東京芸術劇場,,,,,20161117
東京芸術劇場ランチタイム・パイプオルガンコンサート　Vol.119,416,http://www.geigeki.jp/performance/lunchtime_h28/lunchtime_h28-3/,2016,単日/複数日,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:15:00"";s:7:""time_to"";s:8:""12:45:00"";s:10:""time_bikou"";s:17:""（11:15開場）"";}}}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""794"";s:6:""備考"";s:0:"""";}",東京芸術劇場,,,,,20170316
東京芸術劇場ナイトタイム・パイプオルガンコンサートVol.16,417,http://www.geigeki.jp/performance/nighttime_h28/nighttime_h28-4/,2016,単日/複数日,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:27:""（ロビー開場18:30） "";}}}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""849"";s:6:""備考"";s:0:"""";}",東京芸術劇場|豊島区,,,,,20170209
"第66回 ～音のレシピのひみつ～　第2回　ヴェルサイユのオルガニストたち",418,http://www.geigeki.jp/performance/event_organ2016/,2016,単日/複数日,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""38"";s:6:""備考"";s:0:"""";}",東京芸術劇場,,,,,20170126
